#Chr 	 Coordinate 	 H3K4me27
1	172725000	1.49
1	172775000	0.89
1	172825000	0.61
1	172875000	1.75
1	172925000	1.96
1	172975000	1.80
1	173025000	1.44
1	173075000	0.90
1	173125000	1.53
1	173175000	0.84
1	173225000	1.08
1	173275000	1.41
1	173325000	0.81
1	173375000	0.63
1	173425000	1.64
1	173475000	1.37
1	173525000	0.90
1	173575000	1.27
1	173625000	1.12
1	173675000	1.08
1	173725000	1.39
1	173775000	1.14
1	173825000	1.61
1	173875000	2.01
1	173925000	0.77
1	173975000	1.67
1	174025000	1.87
1	174075000	1.25
1	174125000	0.69
1	174175000	0.78
1	174225000	1.13
1	174275000	1.72
1	174325000	0.82
1	174375000	0.89
1	174425000	1.92
1	174475000	1.15
1	174525000	0.85
1	174575000	0.79
1	174625000	1.08
1	174675000	0.96
1	174725000	1.61
1	174775000	1.95
1	174825000	1.71
1	174875000	0.71
1	174925000	1.30
1	174975000	2.41
1	175025000	2.31
1	175075000	0.60
1	175125000	0.56
1	175175000	0.48
1	175225000	0.29
1	175275000	0.29
1	175325000	0.33
1	175375000	0.15
1	175425000	0.16
1	175475000	0.25
1	175525000	0.18
1	175575000	0.16
1	175625000	0.22
1	175675000	0.60
1	175725000	0.22
1	175775000	0.20
1	175825000	0.35
1	175875000	0.70
1	175925000	0.85
1	175975000	1.16
1	176025000	0.84
1	176075000	1.38
1	176125000	1.40
1	176175000	1.17
1	176225000	1.11
1	176275000	0.24
1	176325000	0.24
1	176375000	0.09
1	176425000	0.29
1	176475000	0.15
1	176525000	0.24
1	176575000	0.07
1	176625000	0.25
1	176675000	0.01
1	176725000	0.04
1	176775000	0.25
1	176825000	0.14
1	176875000	0.20
1	176925000	0.22
1	176975000	0.08
1	177025000	0.23
1	177075000	0.17
1	177125000	0.21
1	177175000	0.25
1	177225000	0.57
1	177275000	0.41
1	177325000	0.23
1	177375000	0.24
1	177425000	0.11
1	177475000	0.23
1	177525000	0.21
1	177575000	0.28
1	177625000	0.52
1	177675000	0.43
1	177725000	0.54
1	177775000	0.38
1	177825000	0.36
1	177875000	0.77
1	177925000	1.09
1	177975000	1.35
1	178025000	0.71
1	178075000	2.36
1	178125000	4.43
1	178175000	3.03
1	178225000	2.56
1	178275000	2.12
1	178325000	2.12
1	178375000	1.59
1	178425000	1.51
1	178475000	1.38
1	178525000	0.91
1	178575000	0.83
1	178625000	1.20
1	178675000	1.19
1	178725000	0.91
1	178775000	1.03
1	178825000	1.14
1	178875000	1.83
1	178925000	0.93
1	178975000	0.67
1	179025000	2.02
1	179075000	1.82
1	179125000	3.18
1	179175000	2.01
1	179225000	1.65
1	179275000	1.57
1	179325000	2.17
1	179375000	1.01
1	179425000	0.50
1	179475000	0.25
1	179525000	0.52
1	179575000	0.40
1	179625000	0.68
1	179675000	0.37
1	179725000	0.51
1	179775000	0.45
1	179825000	0.86
1	179875000	3.01
1	179925000	1.02
1	179975000	1.95
1	180025000	2.06
1	180075000	1.10
1	180125000	1.18
1	180175000	2.00
1	180225000	0.66
1	180275000	1.15
1	180325000	1.20
1	180375000	1.05
1	180425000	1.24
1	180475000	1.33
1	180525000	1.71
1	180575000	1.77
1	180625000	1.16
1	180675000	1.37
1	180725000	1.10
1	180775000	1.49
1	180825000	1.50
1	180875000	1.14
1	180925000	1.02
1	180975000	1.31
1	181025000	2.33
1	181075000	2.38
1	181125000	3.03
1	181175000	0.55
1	181225000	0.28
1	181275000	0.26
1	181325000	0.66
1	181375000	0.96
1	181425000	0.84
1	181475000	0.68
1	181525000	0.56
1	181575000	0.26
1	181625000	0.09
1	181675000	0.17
1	181725000	0.16
1	181775000	0.09
1	181825000	0.17
1	181875000	0.08
1	181925000	0.09
1	181975000	0.28
1	182025000	0.13
1	182075000	0.19
1	182125000	0.10
1	182175000	0.30
1	182225000	0.52
1	182275000	0.45
1	182325000	0.37
1	182375000	0.75
1	182425000	0.57
1	182475000	0.37
1	182525000	0.56
1	182575000	0.94
1	182625000	0.74
1	182675000	0.42
1	182725000	0.56
1	182775000	0.58
1	182825000	0.72
1	182875000	1.32
1	182925000	0.56
1	182975000	1.37
1	183025000	2.71
1	183075000	1.67
1	183125000	1.51
1	183175000	1.19
1	183225000	2.12
1	183275000	3.39
1	183325000	1.14
1	183375000	0.98
1	183425000	0.67
1	183475000	2.51
1	183525000	2.21
1	183575000	1.30
1	183625000	2.08
1	183675000	1.05
1	183725000	1.10
1	183775000	1.01
1	183825000	2.37
1	183875000	1.36
1	183925000	2.27
1	183975000	1.39
1	184025000	1.62
1	184075000	1.89
1	184125000	1.11
1	184175000	1.03
1	184225000	0.98
1	184275000	2.00
1	184325000	1.19
1	184375000	1.08
1	184425000	1.45
1	184475000	1.93
1	184525000	1.64
1	184575000	0.94
1	184625000	1.05
1	184675000	1.37
1	184725000	1.78
1	184775000	1.53
1	184825000	1.01
1	184875000	1.12
1	184925000	0.99
1	184975000	1.37
1	185025000	0.79
1	185075000	1.22
1	185125000	1.42
1	185175000	1.28
1	185225000	1.02
1	185275000	1.39
1	185325000	1.68
1	185375000	1.37
1	185425000	0.68
1	185475000	0.76
1	185525000	1.13
1	185575000	1.07
1	185625000	0.76
1	185675000	1.22
1	185725000	1.66
1	185775000	1.18
1	185825000	0.89
1	185875000	1.52
1	185925000	0.73
1	185975000	1.20
1	186025000	0.98
1	186075000	1.78
1	186125000	1.19
1	186175000	2.95
1	186225000	1.07
1	186275000	0.85
1	186325000	1.71
1	186375000	2.15
1	186425000	1.83
1	186475000	1.80
1	186525000	1.25
1	186575000	1.55
1	186625000	1.28
1	186675000	0.90
1	186725000	1.36
1	186775000	1.74
1	186825000	2.18
1	186875000	1.36
1	186925000	1.80
1	186975000	2.17
1	187025000	1.16
1	187075000	0.84
1	187125000	0.73
1	187175000	0.86
1	187225000	1.08
1	187275000	0.79
1	187325000	0.90
1	187375000	1.14
1	187425000	0.86
1	187475000	0.83
1	187525000	1.06
1	187575000	0.87
1	187625000	1.21
1	187675000	1.17
1	187725000	0.77
1	187775000	0.78
1	187825000	0.68
1	187875000	1.05
1	187925000	0.81
1	187975000	1.40
1	188025000	1.48
1	188075000	1.15
1	188125000	0.87
1	188175000	1.23
1	188225000	0.83
1	188275000	0.93
1	188325000	0.67
1	188375000	1.29
1	188425000	1.09
1	188475000	0.84
1	188525000	0.98
1	188575000	1.03
1	188625000	1.01
1	188675000	1.33
1	188725000	0.87
1	188775000	0.75
1	188825000	1.11
1	188875000	1.12
1	188925000	0.97
1	188975000	1.12
1	189025000	1.29
1	189075000	0.99
1	189125000	1.24
1	189175000	0.71
1	189225000	0.90
1	189275000	1.04
1	189325000	0.68
1	189375000	0.73
1	189425000	1.17
1	189475000	1.07
1	189525000	0.95
1	189575000	0.94
1	189625000	1.27
1	189675000	1.37
1	189725000	0.91
1	189775000	1.01
1	189825000	1.30
1	189875000	1.52
1	189925000	1.24
1	189975000	1.34
1	190025000	0.84
1	190075000	1.36
1	190125000	1.25
1	190175000	1.90
1	190225000	1.31
1	190275000	1.01
1	190325000	1.25
1	190375000	1.87
1	190425000	1.05
1	190475000	1.46
1	190525000	0.93
1	190575000	0.87
1	190625000	1.27
1	190675000	0.78
1	190725000	1.22
1	190775000	1.34
1	190825000	1.04
1	190875000	1.23
1	190925000	1.05
1	190975000	0.99
1	191025000	1.03
1	191075000	1.00
1	191125000	0.79
1	191175000	1.27
1	191225000	0.50
1	191275000	1.07
1	191325000	0.99
1	191375000	0.95
1	191425000	0.79
1	191475000	1.65
1	191525000	1.17
1	191575000	1.74
1	191625000	2.19
1	191675000	1.13
1	191725000	1.06
1	191775000	0.87
1	191825000	0.94
1	191875000	1.41
1	191925000	0.72
1	191975000	1.01
1	192025000	1.22
1	192075000	1.04
1	192125000	2.26
1	192175000	1.22
1	192225000	1.43
1	192275000	2.61
1	192325000	1.68
1	192375000	1.65
1	192425000	1.74
1	192475000	1.60
1	192525000	2.42
1	192575000	3.37
1	192625000	1.48
1	192675000	1.33
1	192725000	1.14
1	192775000	1.39
1	192825000	2.40
1	192875000	1.15
1	192925000	1.30
1	192975000	1.94
1	193025000	2.15
1	193075000	2.34
1	193125000	1.98
1	193175000	2.18
1	193225000	1.51
1	193275000	1.02
1	193325000	1.12
1	193375000	1.38
1	193425000	1.89
1	193475000	1.28
1	193525000	1.49
1	193575000	1.43
1	193625000	1.13
1	193675000	1.45
1	193725000	1.28
1	193775000	1.12
1	193825000	1.03
1	193875000	1.35
1	193925000	1.38
1	193975000	1.06
1	194025000	1.33
1	194075000	1.01
1	194125000	0.84
1	194175000	1.09
1	194225000	1.07
1	194275000	1.02
1	194325000	1.19
1	194375000	1.02
1	194425000	0.83
1	194475000	0.94
1	194525000	0.72
1	194575000	0.96
1	194625000	1.16
1	194675000	0.75
1	194725000	1.27
1	194775000	0.65
1	194825000	0.95
1	194875000	0.55
1	194925000	0.91
1	194975000	1.33
1	195025000	0.84
1	195075000	1.10
1	195125000	1.15
1	195175000	0.78
1	195225000	0.83
1	195275000	1.32
1	195325000	1.03
1	195375000	1.28
1	195425000	0.94
1	195475000	1.08
1	195525000	1.18
1	195575000	1.81
1	195625000	1.21
1	195675000	1.20
1	195725000	1.04
1	195775000	0.86
1	195825000	1.16
1	195875000	1.18
1	195925000	1.24
1	195975000	1.76
1	196025000	1.32
1	196075000	1.35
1	196125000	1.46
1	196175000	1.51
1	196225000	1.35
1	196275000	1.97
1	196325000	1.84
1	196375000	1.68
1	196425000	1.42
1	196475000	1.90
1	196525000	1.62
1	196575000	1.47
1	196625000	1.20
1	196675000	2.43
1	196725000	1.35
1	196775000	0.63
1	196825000	1.09
1	196875000	1.00
1	196925000	1.08
1	196975000	1.37
1	197025000	1.55
1	197075000	1.29
1	197125000	2.99
1	197175000	2.28
1	197225000	1.71
1	197275000	1.28
1	197325000	1.51
1	197375000	0.97
1	197425000	0.87
1	197475000	1.06
1	197525000	0.95
1	197575000	1.21
1	197625000	1.24
1	197675000	1.76
1	197725000	1.00
1	197775000	3.19
1	197825000	1.29
1	197875000	1.20
1	197925000	1.34
1	197975000	0.68
1	198025000	0.73
1	198075000	0.83
1	198125000	1.95
1	198175000	1.92
1	198225000	1.67
1	198275000	1.98
1	198325000	1.10
1	198375000	0.80
1	198425000	1.38
1	198475000	1.65
1	198525000	1.05
1	198575000	0.90
1	198625000	1.42
1	198675000	1.90
1	198725000	1.02
1	198775000	1.59
1	198825000	1.40
1	198875000	2.77
1	198925000	3.18
1	198975000	0.77
1	199025000	0.93
1	199075000	1.23
1	199125000	1.73
1	199175000	1.23
1	199225000	1.20
1	199275000	2.56
1	199325000	1.38
1	199375000	0.89
1	199425000	0.78
1	199475000	1.31
1	199525000	0.60
1	199575000	0.66
1	199625000	0.87
1	199675000	0.99
1	199725000	0.67
1	199775000	1.23
1	199825000	0.49
1	199875000	0.65
1	199925000	0.77
1	199975000	0.44
1	200025000	0.54
1	200075000	0.52
1	200125000	0.83
1	200175000	1.19
1	200225000	0.96
1	200275000	0.91
1	200325000	1.65
1	200375000	2.49
1	200425000	1.84
1	200475000	1.10
1	200525000	0.91
1	200575000	1.24
1	200625000	1.82
1	200675000	1.95
1	200725000	2.14
1	200775000	1.62
1	200825000	1.95
1	200875000	1.19
1	200925000	0.47
1	200975000	0.41
1	201025000	0.87
1	201075000	0.65
1	201125000	0.71
1	201175000	1.40
1	201225000	0.54
1	201275000	1.81
1	201325000	0.64
1	201375000	0.67
1	201425000	0.96
1	201475000	3.38
1	201525000	3.43
1	201575000	3.99
1	201625000	2.64
1	201675000	1.58
1	201725000	4.12
1	201775000	4.35
1	201825000	1.41
1	201875000	2.34
1	201925000	1.59
1	201975000	1.21
1	202025000	0.60
1	202075000	0.96
1	202125000	1.61
1	202175000	0.63
1	202225000	0.83
1	202275000	0.95
1	202325000	1.04
1	202375000	1.28
1	202425000	1.34
1	202475000	1.17
1	202525000	0.96
1	202575000	1.48
1	202625000	0.96
1	202675000	0.27
1	202725000	0.63
1	202775000	0.92
1	202825000	1.20
1	202875000	1.08
1	202925000	1.08
1	202975000	0.70
1	203025000	1.31
1	203075000	0.49
1	203125000	0.71
1	203175000	1.48
1	203225000	0.41
1	203275000	0.44
1	203325000	0.86
1	203375000	0.47
1	203425000	0.36
1	203475000	0.96
1	203525000	3.36
1	203575000	2.63
1	203625000	2.74
1	203675000	3.62
1	203725000	1.27
1	203775000	0.94
1	203825000	0.92
1	203875000	1.26
1	203925000	0.49
1	203975000	0.42
1	204025000	0.51
1	204075000	1.32
1	204125000	1.19
1	204175000	0.45
1	204225000	0.75
1	204275000	0.65
1	204325000	1.56
1	204375000	0.89
1	204425000	1.82
1	204475000	0.71
1	204525000	1.13
1	204575000	0.52
1	204625000	0.58
1	204675000	0.24
1	204725000	0.26
1	204775000	0.24
1	204825000	0.66
1	204875000	1.03
1	204925000	1.01
1	204975000	1.01
1	205025000	0.64
1	205075000	0.99
1	205125000	2.32
1	205175000	2.18
1	205225000	1.46
1	205275000	2.98
1	205325000	1.97
1	205375000	0.58
1	205425000	0.49
1	205475000	0.46
1	205525000	0.98
1	205575000	0.84
1	205625000	1.89
1	205675000	0.94
1	205725000	2.36
1	205775000	1.33
1	205825000	0.59
1	205875000	0.70
1	205925000	1.19
1	205975000	1.16
1	206025000	0.86
1	206075000	0.44
1	206125000	0.29
1	206175000	1.92
1	206225000	1.97
1	206275000	1.83
1	206325000	1.31
1	206375000	2.31
1	206425000	1.06
1	206475000	1.55
1	206525000	1.09
1	206575000	1.18
1	206625000	1.71
1	206675000	1.85
1	206725000	1.72
1	206775000	0.53
1	206825000	0.53
1	206875000	0.86
1	206925000	0.74
1	206975000	0.83
1	207025000	2.38
1	207075000	1.15
1	207125000	0.70
1	207175000	0.53
1	207225000	1.28
1	207275000	0.99
1	207325000	1.28
1	207375000	1.89
1	207425000	0.77
1	207475000	0.37
1	207525000	0.65
1	207575000	0.43
1	207625000	0.64
1	207675000	0.57
1	207725000	0.80
1	207775000	1.10
1	207825000	2.00
1	207875000	1.33
1	207925000	1.44
1	207975000	0.74
1	208025000	1.20
1	208075000	1.35
1	208125000	1.46
1	208175000	2.02
1	208225000	1.72
1	208275000	0.47
1	208325000	0.46
1	208375000	0.40
1	208425000	0.35
1	208475000	0.58
1	208525000	0.44
1	208575000	0.39
1	208625000	0.58
1	208675000	0.50
1	208725000	0.52
1	208775000	0.43
1	208825000	0.54
1	208875000	0.40
1	208925000	0.71
1	208975000	1.15
1	209025000	0.64
1	209075000	0.72
1	209125000	0.30
1	209175000	0.33
1	209225000	0.89
1	209275000	0.72
1	209325000	0.64
1	209375000	1.68
1	209425000	1.53
1	209475000	1.08
1	209525000	0.61
1	209575000	1.26
1	209625000	1.57
1	209675000	1.71
1	209725000	1.74
1	209775000	2.29
1	209825000	3.03
1	209875000	4.89
1	209925000	1.24
1	209975000	1.42
1	210025000	1.03
1	210075000	1.10
1	210125000	0.79
1	210175000	0.72
1	210225000	0.37
1	210275000	0.52
1	210325000	0.64
1	210375000	2.31
1	210425000	1.29
1	210475000	1.50
1	210525000	1.45
1	210575000	1.53
1	210625000	1.38
1	210675000	1.38
1	210725000	0.96
1	210775000	0.85
1	210825000	1.37
1	210875000	1.12
1	210925000	0.82
1	210975000	0.87
1	211025000	0.94
1	211075000	1.07
1	211125000	1.09
1	211175000	0.56
1	211225000	1.04
1	211275000	2.37
1	211325000	1.79
1	211375000	1.92
1	211425000	0.96
1	211475000	0.75
1	211525000	0.96
1	211575000	1.93
1	211625000	1.89
1	211675000	1.33
1	211725000	1.69
1	211775000	1.15
1	211825000	1.01
1	211875000	0.33
1	211925000	1.42
1	211975000	1.46
1	212025000	1.99
1	212075000	1.86
1	212125000	0.88
1	212175000	0.86
1	212225000	1.04
1	212275000	1.57
1	212325000	0.74
1	212375000	1.26
1	212425000	1.25
1	212475000	1.40
1	212525000	0.87
1	212575000	1.60
1	212625000	1.08
1	212675000	1.47
1	212725000	1.37
1	212775000	1.36
1	212825000	0.72
1	212875000	1.26
1	212925000	0.72
1	212975000	1.19
1	213025000	1.39
1	213075000	1.81
1	213125000	2.32
1	213175000	1.44
1	213225000	1.70
1	213275000	1.80
1	213325000	0.78
1	213375000	0.64
1	213425000	0.70
1	213475000	0.45
1	213525000	0.74
1	213575000	0.57
1	213625000	0.49
1	213675000	0.45
1	213725000	0.20
1	213775000	0.36
1	213825000	0.68
1	213875000	0.50
1	213925000	0.27
1	213975000	0.44
1	214025000	0.74
1	214075000	0.55
1	214125000	1.10
1	214175000	0.35
1	214225000	0.63
1	214275000	1.31
1	214325000	1.15
1	214375000	1.69
1	214425000	3.59
1	214475000	2.47
1	214525000	1.97
1	214575000	2.53
1	214625000	2.46
1	214675000	1.42
1	214725000	1.01
1	214775000	0.84
1	214825000	1.12
1	214875000	1.34
1	214925000	1.18
1	214975000	3.20
1	215025000	1.26
1	215075000	1.16
1	215125000	2.44
1	215175000	1.57
1	215225000	0.87
1	215275000	0.84
1	215325000	1.01
1	215375000	0.81
1	215425000	0.87
1	215475000	0.93
1	215525000	1.29
1	215575000	2.18
1	215625000	2.02
1	215675000	1.47
1	215725000	1.31
1	215775000	1.02
1	215825000	1.15
1	215875000	1.26
1	215925000	1.37
1	215975000	1.47
1	216025000	1.34
1	216075000	1.15
1	216125000	0.88
1	216175000	1.09
1	216225000	1.55
1	216275000	1.27
1	216325000	0.85
1	216375000	1.03
1	216425000	0.47
1	216475000	0.91
1	216525000	1.07
1	216575000	0.69
1	216625000	1.46
1	216675000	0.72
1	216725000	0.22
1	216775000	0.33
1	216825000	0.42
1	216875000	0.51
1	216925000	0.43
1	216975000	0.13
1	217025000	0.52
1	217075000	0.30
1	217125000	0.49
1	217175000	0.13
1	217225000	0.41
1	217275000	1.57
1	217325000	0.54
1	217375000	0.93
1	217425000	0.92
1	217475000	1.67
1	217525000	1.71
1	217575000	1.52
1	217625000	2.18
1	217675000	0.85
1	217725000	0.86
1	217775000	0.72
1	217825000	0.73
1	217875000	0.82
1	217925000	0.35
1	217975000	0.48
1	218025000	0.57
1	218075000	0.46
1	218125000	0.70
1	218175000	0.72
1	218225000	1.26
1	218275000	1.55
1	218325000	2.66
1	218375000	3.59
1	218425000	2.53
1	218475000	3.18
1	218525000	1.53
1	218575000	1.31
1	218625000	1.10
1	218675000	2.44
1	218725000	1.17
1	218775000	1.34
1	218825000	1.32
1	218875000	0.91
1	218925000	1.15
1	218975000	1.01
1	219025000	0.64
1	219075000	1.34
1	219125000	1.05
1	219175000	2.80
1	219225000	2.13
1	219275000	2.28
1	219325000	2.17
1	219375000	0.66
1	219425000	1.99
1	219475000	1.20
1	219525000	0.57
1	219575000	1.18
1	219625000	1.10
1	219675000	1.51
1	219725000	0.95
1	219775000	1.49
1	219825000	0.87
1	219875000	0.29
1	219925000	0.51
1	219975000	1.20
1	220025000	1.83
1	220075000	1.33
1	220125000	1.82
1	220175000	2.24
1	220225000	1.88
1	220275000	1.50
1	220325000	0.95
1	220375000	0.86
1	220425000	0.31
1	220475000	0.88
1	220525000	0.66
1	220575000	0.80
1	220625000	0.92
1	220675000	0.87
1	220725000	1.13
1	220775000	1.72
1	220825000	0.96
1	220875000	0.90
1	220925000	1.63
1	220975000	1.51
1	221025000	1.20
1	221075000	1.28
1	221125000	1.05
1	221175000	1.08
1	221225000	1.06
1	221275000	1.26
1	221325000	1.30
1	221375000	0.98
1	221425000	1.80
1	221475000	1.29
1	221525000	0.61
1	221575000	1.11
1	221625000	0.89
1	221675000	0.68
1	221725000	2.76
1	221775000	1.13
1	221825000	2.11
1	221875000	1.32
1	221925000	0.86
1	221975000	1.68
1	222025000	1.67
1	222075000	1.08
1	222125000	1.12
1	222175000	1.62
1	222225000	1.19
1	222275000	0.97
1	222325000	2.19
1	222375000	1.75
1	222425000	0.58
1	222475000	1.56
1	222525000	1.02
1	222575000	2.21
1	222625000	1.42
1	222675000	1.29
1	222725000	2.66
1	222775000	1.46
1	222825000	2.79
1	222875000	2.02
1	222925000	1.78
1	222975000	1.31
1	223025000	1.01
1	223075000	0.35
1	223125000	0.68
1	223175000	0.67
1	223225000	1.24
1	223275000	0.63
1	223325000	0.53
1	223375000	0.41
1	223425000	1.04
1	223475000	0.65
1	223525000	0.78
1	223575000	0.05
1	223625000	0.35
1	223675000	1.15
1	223725000	4.40
1	223775000	2.46
1	223825000	4.24
1	223875000	0.93
1	223925000	1.07
1	223975000	1.54
1	224025000	1.23
1	224075000	1.00
1	224125000	1.18
1	224175000	1.12
1	224225000	1.19
1	224275000	1.02
1	224325000	1.69
1	224375000	1.48
1	224425000	2.31
1	224475000	1.28
1	224525000	2.14
1	224575000	1.08
1	224625000	2.06
1	224675000	1.80
1	224725000	2.11
1	224775000	0.79
1	224825000	0.63
1	224875000	0.92
1	224925000	0.93
1	224975000	0.92
1	225025000	0.81
1	225075000	0.54
1	225125000	0.89
1	225175000	0.97
1	225225000	0.99
1	225275000	0.70
1	225325000	0.88
1	225375000	0.61
1	225425000	2.26
1	225475000	0.65
1	225525000	1.77
1	225575000	1.14
1	225625000	1.50
1	225675000	1.91
1	225725000	1.18
1	225775000	2.65
1	225825000	1.56
1	225875000	1.50
1	225925000	1.41
1	225975000	0.91
1	226025000	0.90
1	226075000	1.45
1	226125000	0.93
1	226175000	1.66
1	226225000	0.86
1	226275000	1.15
1	226325000	0.68
1	226375000	1.34
1	226425000	1.12
1	226475000	0.35
1	226525000	0.50
1	226575000	0.46
1	226625000	1.16
1	226675000	1.45
1	226725000	1.51
1	226775000	1.20
1	226825000	1.93
1	226875000	0.85
1	226925000	1.28
1	226975000	1.27
1	227025000	1.66
1	227075000	2.12
1	227125000	1.54
1	227175000	2.00
1	227225000	2.00
1	227275000	1.34
1	227325000	1.73
1	227375000	0.80
1	227425000	0.67
1	227475000	0.50
1	227525000	0.36
1	227575000	0.51
1	227625000	0.42
1	227675000	0.26
1	227725000	0.99
1	227775000	1.73
1	227825000	0.47
1	227875000	0.50
1	227925000	0.56
1	227975000	0.34
1	228025000	0.52
1	228075000	1.53
1	228125000	1.33
1	228175000	1.04
1	228225000	0.51
1	228275000	0.50
1	228325000	0.94
1	228375000	0.62
1	228425000	1.04
1	228475000	1.98
1	228525000	0.50
1	228575000	0.17
1	228625000	2.38
1	228675000	0.92
1	228725000	0.35
1	228775000	0.50
1	228825000	0.45
1	228875000	0.45
1	228925000	0.56
1	228975000	0.46
1	229025000	0.65
1	229075000	0.51
1	229125000	0.60
1	229175000	0.51
1	229225000	0.82
1	229275000	1.65
1	229325000	1.69
1	229375000	0.75
1	229425000	0.92
1	229475000	1.84
1	229525000	2.02
1	229575000	1.72
1	229625000	2.14
1	229675000	1.13
1	229725000	0.74
1	229775000	0.54
1	229825000	0.53
1	229875000	0.69
1	229925000	0.60
1	229975000	0.33
1	230025000	0.54
1	230075000	3.49
1	230125000	2.14
1	230175000	1.40
1	230225000	1.83
1	230275000	0.76
1	230325000	0.40
1	230375000	0.41
1	230425000	0.25
1	230475000	0.39
1	230525000	0.43
1	230575000	0.35
1	230625000	0.86
1	230675000	1.71
1	230725000	0.74
1	230775000	0.53
1	230825000	1.95
1	230875000	1.78
1	230925000	1.83
1	230975000	1.85
1	231025000	0.68
1	231075000	0.48
1	231125000	0.90
1	231175000	0.46
1	231225000	2.00
1	231275000	0.96
1	231325000	1.97
1	231375000	2.13
1	231425000	2.09
1	231475000	0.76
1	231525000	2.24
1	231575000	1.37
1	231625000	1.00
1	231675000	1.00
1	231725000	1.35
1	231775000	1.17
1	231825000	1.76
1	231875000	1.18
1	231925000	1.05
1	231975000	1.32
1	232025000	1.08
1	232075000	0.66
1	232125000	1.27
1	232175000	0.96
1	232225000	0.42
1	232275000	0.35
1	232325000	0.40
1	232375000	0.50
1	232425000	0.46
1	232475000	0.41
1	232525000	0.28
1	232575000	0.53
1	232625000	0.54
1	232675000	0.46
1	232725000	0.44
1	232775000	0.57
1	232825000	0.66
1	232875000	0.79
1	232925000	0.51
1	232975000	1.63
1	233025000	0.98
1	233075000	1.44
1	233125000	2.42
1	233175000	1.25
1	233225000	1.59
1	233275000	1.32
1	233325000	0.64
1	233375000	0.89
1	233425000	0.69
1	233475000	0.67
1	233525000	0.35
1	233575000	0.34
1	233625000	0.31
1	233675000	0.52
1	233725000	0.75
1	233775000	0.54
1	233825000	0.68
1	233875000	0.77
1	233925000	1.44
1	233975000	1.44
1	234025000	1.15
1	234075000	1.08
1	234125000	1.41
1	234175000	1.05
1	234225000	1.10
1	234275000	0.83
1	234325000	1.13
1	234375000	2.13
1	234425000	1.17
1	234475000	1.38
1	234525000	1.50
1	234575000	1.54
1	234625000	4.04
1	234675000	2.44
1	234725000	2.11
1	234775000	1.09
1	234825000	1.13
1	234875000	1.27
1	234925000	1.25
1	234975000	3.35
1	235025000	1.15
1	235075000	2.68
1	235125000	1.01
1	235175000	1.01
1	235225000	1.49
1	235275000	1.59
1	235325000	1.79
1	235375000	1.05
1	235425000	2.05
1	235475000	1.24
1	235525000	1.71
1	235575000	1.06
1	235625000	0.57
1	235675000	1.08
1	235725000	1.61
1	235775000	1.50
1	235825000	1.83
1	235875000	2.75
1	235925000	2.76
1	235975000	1.53
1	236025000	1.32
1	236075000	0.87
1	236125000	0.75
1	236175000	0.69
1	236225000	1.52
1	236275000	0.92
1	236325000	0.55
1	236375000	0.32
1	236425000	0.22
1	236475000	0.48
1	236525000	1.41
1	236575000	1.59
1	236625000	0.51
1	236675000	0.34
1	236725000	0.49
1	236775000	0.75
1	236825000	2.36
1	236875000	1.42
1	236925000	0.53
1	236975000	0.45
1	237025000	0.75
1	237075000	0.48
1	237125000	0.12
1	237175000	0.08
1	237225000	0.16
1	237275000	0.08
1	237325000	0.00
1	237375000	0.27
1	237425000	0.29
1	237475000	0.30
1	237525000	0.21
1	237575000	0.46
1	237625000	0.19
1	237675000	0.43
1	237725000	0.55
1	237775000	0.77
1	237825000	0.62
1	237875000	1.30
1	237925000	0.65
1	237975000	0.84
1	238025000	0.58
1	238075000	0.95
1	238125000	0.76
1	238175000	1.20
1	238225000	1.09
1	238275000	0.83
1	238325000	0.92
1	238375000	0.79
1	238425000	1.79
1	238475000	1.31
1	238525000	1.15
1	238575000	0.99
1	238625000	1.32
1	238675000	1.52
1	238725000	0.73
1	238775000	1.06
1	238825000	0.92
1	238875000	1.07
1	238925000	0.51
1	238975000	1.13
1	239025000	0.71
1	239075000	0.95
1	239125000	0.93
1	239175000	0.95
1	239225000	1.68
1	239275000	1.60
1	239325000	1.19
1	239375000	0.72
1	239425000	1.11
1	239475000	0.78
1	239525000	1.47
1	239575000	0.97
1	239625000	0.74
1	239675000	1.21
1	239725000	1.03
1	239775000	1.07
1	239825000	1.62
1	239875000	1.39
1	239925000	1.03
1	239975000	1.04
1	240025000	1.36
1	240075000	1.99
1	240125000	2.38
1	240175000	1.98
1	240225000	2.00
1	240275000	2.34
1	240325000	2.72
1	240375000	1.94
1	240425000	1.75
1	240475000	1.57
1	240525000	0.68
1	240575000	1.23
1	240625000	0.86
1	240675000	0.64
1	240725000	1.03
1	240775000	0.90
1	240825000	1.40
1	240875000	1.50
1	240925000	1.22
1	240975000	1.20
1	241025000	1.16
1	241075000	1.54
1	241125000	1.04
1	241175000	1.30
1	241225000	0.90
1	241275000	1.10
1	241325000	0.74
1	241375000	0.95
1	241425000	1.06
1	241475000	1.58
1	241525000	2.87
1	241575000	1.35
1	241625000	4.10
1	241675000	1.39
1	241725000	1.16
1	241775000	0.68
1	241825000	1.47
1	241875000	1.80
1	241925000	0.90
1	241975000	0.69
1	242025000	0.80
1	242075000	0.35
1	242125000	0.45
1	242175000	0.51
1	242225000	0.53
1	242275000	0.20
1	242325000	0.24
1	242375000	0.32
1	242425000	0.19
1	242475000	0.17
1	242525000	0.17
